No;Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan;
15097;Karyawan 15097;1000015097;Laki-laki;Depok;Finance;Supervisor;
15098;Karyawan 15098;1000015098;Laki-laki;Tangerang;Finance;Senior Manager;
15099;Karyawan 15099;1000015099;Laki-laki;Tangerang;Marketing;Supervisor;
15100;Karyawan 15100;1000015100;Laki-laki;Bekasi;HR;Director;
15101;Karyawan 15101;1000015101;Perempuan;Jakarta;IT;Staff;
15102;Karyawan 15102;1000015102;Perempuan;Jakarta;Operations;Supervisor;
15103;Karyawan 15103;1000015103;Laki-laki;Depok;HR;Director;
15104;Karyawan 15104;1000015104;Perempuan;Bogor;Operations;Supervisor;
15105;Karyawan 15105;1000015105;Laki-laki;Jakarta;IT;Director;
15106;Karyawan 15106;1000015106;Laki-laki;Bekasi;IT;Senior Manager;
15107;Karyawan 15107;1000015107;Laki-laki;Bogor;Marketing;Manager;
15108;Karyawan 15108;1000015108;Perempuan;Jakarta;Operations;Staff;
15109;Karyawan 15109;1000015109;Laki-laki;Depok;Finance;Manager;
15110;Karyawan 15110;1000015110;Laki-laki;Bekasi;Operations;Director;
15111;Karyawan 15111;1000015111;Laki-laki;Bekasi;HR;Staff;
15112;Karyawan 15112;1000015112;Laki-laki;Bogor;IT;Senior Manager;
15113;Karyawan 15113;1000015113;Laki-laki;Bekasi;Finance;Senior Manager;
15114;Karyawan 15114;1000015114;Laki-laki;Tangerang;Finance;Senior Manager;
15115;Karyawan 15115;1000015115;Laki-laki;Bekasi;IT;Director;
15116;Karyawan 15116;1000015116;Laki-laki;Bekasi;Marketing;Supervisor;
15117;Karyawan 15117;1000015117;Laki-laki;Bekasi;HR;Senior Manager;
15118;Karyawan 15118;1000015118;Perempuan;Depok;Operations;Supervisor;
15119;Karyawan 15119;1000015119;Laki-laki;Bogor;Operations;Manager;
15120;Karyawan 15120;1000015120;Laki-laki;Depok;IT;Supervisor;
15121;Karyawan 15121;1000015121;Perempuan;Bekasi;HR;Supervisor;
15122;Karyawan 15122;1000015122;Laki-laki;Depok;Finance;Supervisor;
15123;Karyawan 15123;1000015123;Laki-laki;Tangerang;Marketing;Supervisor;
15124;Karyawan 15124;1000015124;Perempuan;Depok;HR;Supervisor;
15125;Karyawan 15125;1000015125;Perempuan;Depok;HR;Senior Manager;
15126;Karyawan 15126;1000015126;Perempuan;Depok;HR;Staff;
15127;Karyawan 15127;1000015127;Laki-laki;Tangerang;HR;Supervisor;
15128;Karyawan 15128;1000015128;Perempuan;Tangerang;IT;Director;
15129;Karyawan 15129;1000015129;Perempuan;Jakarta;HR;Manager;
15130;Karyawan 15130;1000015130;Laki-laki;Tangerang;Finance;Staff;
15131;Karyawan 15131;1000015131;Laki-laki;Tangerang;Operations;Senior Manager;
15132;Karyawan 15132;1000015132;Laki-laki;Depok;Marketing;Staff;
15133;Karyawan 15133;1000015133;Laki-laki;Depok;HR;Staff;
15134;Karyawan 15134;1000015134;Laki-laki;Jakarta;IT;Senior Manager;
15135;Karyawan 15135;1000015135;Laki-laki;Bekasi;Marketing;Staff;
15136;Karyawan 15136;1000015136;Laki-laki;Bekasi;Marketing;Manager;
15137;Karyawan 15137;1000015137;Laki-laki;Depok;Operations;Supervisor;
15138;Karyawan 15138;1000015138;Perempuan;Bekasi;Finance;Staff;
15139;Karyawan 15139;1000015139;Laki-laki;Tangerang;Marketing;Senior Manager;
15140;Karyawan 15140;1000015140;Laki-laki;Bogor;Operations;Staff;
15141;Karyawan 15141;1000015141;Laki-laki;Bekasi;Marketing;Staff;
15142;Karyawan 15142;1000015142;Laki-laki;Jakarta;IT;Staff;
15143;Karyawan 15143;1000015143;Perempuan;Jakarta;IT;Manager;
15144;Karyawan 15144;1000015144;Laki-laki;Bekasi;Finance;Supervisor;
15145;Karyawan 15145;1000015145;Perempuan;Jakarta;Finance;Staff;
15146;Karyawan 15146;1000015146;Laki-laki;Bogor;HR;Staff;
15147;Karyawan 15147;1000015147;Perempuan;Tangerang;Finance;Senior Manager;
15148;Karyawan 15148;1000015148;Perempuan;Tangerang;Marketing;Staff;
15149;Karyawan 15149;1000015149;Laki-laki;Jakarta;HR;Director;
15150;Karyawan 15150;1000015150;Perempuan;Jakarta;Finance;Director;
15151;Karyawan 15151;1000015151;Laki-laki;Depok;Marketing;Senior Manager;
15152;Karyawan 15152;1000015152;Laki-laki;Bogor;HR;Manager;
15153;Karyawan 15153;1000015153;Perempuan;Bekasi;Marketing;Supervisor;
15154;Karyawan 15154;1000015154;Laki-laki;Bogor;IT;Supervisor;
15155;Karyawan 15155;1000015155;Perempuan;Jakarta;Finance;Supervisor;
15156;Karyawan 15156;1000015156;Laki-laki;Jakarta;Operations;Manager;
15157;Karyawan 15157;1000015157;Laki-laki;Depok;IT;Senior Manager;
15158;Karyawan 15158;1000015158;Laki-laki;Bekasi;Marketing;Director;
15159;Karyawan 15159;1000015159;Perempuan;Bogor;Finance;Manager;
15160;Karyawan 15160;1000015160;Perempuan;Depok;IT;Supervisor;
15161;Karyawan 15161;1000015161;Perempuan;Depok;Finance;Senior Manager;
15162;Karyawan 15162;1000015162;Perempuan;Depok;HR;Senior Manager;
15163;Karyawan 15163;1000015163;Laki-laki;Bekasi;HR;Staff;
15164;Karyawan 15164;1000015164;Perempuan;Jakarta;Finance;Senior Manager;
15165;Karyawan 15165;1000015165;Perempuan;Tangerang;Marketing;Senior Manager;
15166;Karyawan 15166;1000015166;Laki-laki;Depok;HR;Staff;
15167;Karyawan 15167;1000015167;Laki-laki;Tangerang;IT;Director;
15168;Karyawan 15168;1000015168;Laki-laki;Bekasi;Finance;Senior Manager;
15169;Karyawan 15169;1000015169;Perempuan;Tangerang;IT;Senior Manager;
15170;Karyawan 15170;1000015170;Perempuan;Tangerang;HR;Manager;
15171;Karyawan 15171;1000015171;Laki-laki;Bekasi;Operations;Director;
15172;Karyawan 15172;1000015172;Perempuan;Depok;Marketing;Staff;
15173;Karyawan 15173;1000015173;Perempuan;Bogor;Operations;Supervisor;
15174;Karyawan 15174;1000015174;Perempuan;Tangerang;Marketing;Supervisor;
15175;Karyawan 15175;1000015175;Laki-laki;Tangerang;Marketing;Supervisor;
15176;Karyawan 15176;1000015176;Laki-laki;Depok;IT;Director;
15177;Karyawan 15177;1000015177;Laki-laki;Depok;HR;Supervisor;
15178;Karyawan 15178;1000015178;Laki-laki;Bekasi;Operations;Director;
15179;Karyawan 15179;1000015179;Perempuan;Depok;Finance;Director;
15180;Karyawan 15180;1000015180;Laki-laki;Jakarta;IT;Director;
15181;Karyawan 15181;1000015181;Laki-laki;Bekasi;Operations;Manager;
15182;Karyawan 15182;1000015182;Laki-laki;Jakarta;Finance;Manager;
15183;Karyawan 15183;1000015183;Laki-laki;Depok;IT;Senior Manager;
15184;Karyawan 15184;1000015184;Perempuan;Jakarta;IT;Manager;
15185;Karyawan 15185;1000015185;Perempuan;Bogor;IT;Senior Manager;
15186;Karyawan 15186;1000015186;Perempuan;Tangerang;Operations;Staff;
15187;Karyawan 15187;1000015187;Laki-laki;Bogor;Finance;Senior Manager;
15188;Karyawan 15188;1000015188;Perempuan;Bogor;IT;Supervisor;
15189;Karyawan 15189;1000015189;Laki-laki;Bogor;Marketing;Senior Manager;
15190;Karyawan 15190;1000015190;Perempuan;Bogor;IT;Director;
15191;Karyawan 15191;1000015191;Laki-laki;Bekasi;HR;Supervisor;
15192;Karyawan 15192;1000015192;Laki-laki;Jakarta;IT;Staff;
15193;Karyawan 15193;1000015193;Laki-laki;Jakarta;Marketing;Supervisor;
15194;Karyawan 15194;1000015194;Perempuan;Tangerang;Operations;Senior Manager;
15195;Karyawan 15195;1000015195;Perempuan;Bekasi;IT;Senior Manager;
15196;Karyawan 15196;1000015196;Laki-laki;Bekasi;HR;Supervisor;
15197;Karyawan 15197;1000015197;Perempuan;Jakarta;Marketing;Director;
15198;Karyawan 15198;1000015198;Perempuan;Depok;Operations;Director;
15199;Karyawan 15199;1000015199;Perempuan;Bekasi;IT;Staff;
15200;Karyawan 15200;1000015200;Perempuan;Tangerang;HR;Senior Manager;
15201;Karyawan 15201;1000015201;Laki-laki;Jakarta;Operations;Manager;
15202;Karyawan 15202;1000015202;Laki-laki;Bekasi;Finance;Director;
15203;Karyawan 15203;1000015203;Perempuan;Bogor;Marketing;Supervisor;
15204;Karyawan 15204;1000015204;Laki-laki;Jakarta;IT;Staff;
15205;Karyawan 15205;1000015205;Laki-laki;Bogor;Finance;Director;
15206;Karyawan 15206;1000015206;Laki-laki;Depok;Marketing;Supervisor;
15207;Karyawan 15207;1000015207;Perempuan;Bekasi;Marketing;Manager;
15208;Karyawan 15208;1000015208;Perempuan;Bekasi;Operations;Manager;
15209;Karyawan 15209;1000015209;Perempuan;Bogor;Finance;Supervisor;
15210;Karyawan 15210;1000015210;Laki-laki;Depok;Marketing;Manager;
15211;Karyawan 15211;1000015211;Laki-laki;Tangerang;Finance;Manager;
15212;Karyawan 15212;1000015212;Perempuan;Depok;Finance;Director;
15213;Karyawan 15213;1000015213;Laki-laki;Jakarta;Marketing;Manager;
15214;Karyawan 15214;1000015214;Perempuan;Depok;Marketing;Supervisor;
15215;Karyawan 15215;1000015215;Laki-laki;Bogor;HR;Manager;
15216;Karyawan 15216;1000015216;Perempuan;Tangerang;Finance;Manager;
15217;Karyawan 15217;1000015217;Perempuan;Jakarta;Marketing;Senior Manager;
15218;Karyawan 15218;1000015218;Laki-laki;Tangerang;Operations;Staff;
15219;Karyawan 15219;1000015219;Laki-laki;Bogor;IT;Supervisor;
15220;Karyawan 15220;1000015220;Laki-laki;Bekasi;Marketing;Supervisor;
15221;Karyawan 15221;1000015221;Perempuan;Bogor;Marketing;Senior Manager;
15222;Karyawan 15222;1000015222;Perempuan;Bogor;HR;Manager;
15223;Karyawan 15223;1000015223;Perempuan;Depok;Marketing;Manager;
15224;Karyawan 15224;1000015224;Laki-laki;Tangerang;IT;Manager;
15225;Karyawan 15225;1000015225;Laki-laki;Bogor;IT;Director;
15226;Karyawan 15226;1000015226;Perempuan;Tangerang;Operations;Supervisor;
15227;Karyawan 15227;1000015227;Laki-laki;Tangerang;IT;Senior Manager;
15228;Karyawan 15228;1000015228;Laki-laki;Bogor;Finance;Director;
15229;Karyawan 15229;1000015229;Perempuan;Bekasi;HR;Manager;
15230;Karyawan 15230;1000015230;Laki-laki;Bogor;Operations;Supervisor;
15231;Karyawan 15231;1000015231;Laki-laki;Jakarta;Finance;Manager;
15232;Karyawan 15232;1000015232;Laki-laki;Depok;Operations;Director;
15233;Karyawan 15233;1000015233;Laki-laki;Tangerang;HR;Director;
15234;Karyawan 15234;1000015234;Perempuan;Depok;Finance;Senior Manager;
15235;Karyawan 15235;1000015235;Laki-laki;Jakarta;Marketing;Manager;
15236;Karyawan 15236;1000015236;Laki-laki;Bekasi;IT;Manager;
15237;Karyawan 15237;1000015237;Laki-laki;Bekasi;Marketing;Director;
15238;Karyawan 15238;1000015238;Laki-laki;Jakarta;Operations;Director;
15239;Karyawan 15239;1000015239;Perempuan;Tangerang;IT;Senior Manager;
15240;Karyawan 15240;1000015240;Laki-laki;Jakarta;IT;Supervisor;
15241;Karyawan 15241;1000015241;Laki-laki;Depok;Marketing;Director;
15242;Karyawan 15242;1000015242;Laki-laki;Jakarta;Operations;Supervisor;
15243;Karyawan 15243;1000015243;Laki-laki;Jakarta;Operations;Supervisor;
15244;Karyawan 15244;1000015244;Perempuan;Depok;IT;Senior Manager;
15245;Karyawan 15245;1000015245;Laki-laki;Jakarta;Operations;Senior Manager;
15246;Karyawan 15246;1000015246;Laki-laki;Bekasi;IT;Supervisor;
15247;Karyawan 15247;1000015247;Perempuan;Bogor;IT;Staff;
15248;Karyawan 15248;1000015248;Perempuan;Tangerang;HR;Senior Manager;
15249;Karyawan 15249;1000015249;Perempuan;Depok;Marketing;Senior Manager;
15250;Karyawan 15250;1000015250;Perempuan;Bogor;IT;Director;
15251;Karyawan 15251;1000015251;Perempuan;Depok;Finance;Staff;
15252;Karyawan 15252;1000015252;Laki-laki;Jakarta;IT;Manager;
15253;Karyawan 15253;1000015253;Perempuan;Tangerang;HR;Senior Manager;
15254;Karyawan 15254;1000015254;Laki-laki;Bogor;HR;Supervisor;
15255;Karyawan 15255;1000015255;Laki-laki;Depok;HR;Manager;
15256;Karyawan 15256;1000015256;Laki-laki;Bekasi;IT;Supervisor;
15257;Karyawan 15257;1000015257;Laki-laki;Bogor;Operations;Senior Manager;
15258;Karyawan 15258;1000015258;Perempuan;Jakarta;IT;Director;
15259;Karyawan 15259;1000015259;Laki-laki;Bogor;IT;Supervisor;
15260;Karyawan 15260;1000015260;Perempuan;Tangerang;HR;Staff;
15261;Karyawan 15261;1000015261;Perempuan;Depok;Finance;Senior Manager;
15262;Karyawan 15262;1000015262;Perempuan;Depok;Operations;Director;
15263;Karyawan 15263;1000015263;Laki-laki;Bogor;Marketing;Director;
15264;Karyawan 15264;1000015264;Laki-laki;Tangerang;IT;Senior Manager;
15265;Karyawan 15265;1000015265;Laki-laki;Jakarta;Finance;Senior Manager;
15266;Karyawan 15266;1000015266;Perempuan;Tangerang;HR;Staff;
15267;Karyawan 15267;1000015267;Perempuan;Bekasi;IT;Senior Manager;
15268;Karyawan 15268;1000015268;Laki-laki;Depok;Finance;Supervisor;
15269;Karyawan 15269;1000015269;Laki-laki;Bekasi;Finance;Director;
15270;Karyawan 15270;1000015270;Perempuan;Bogor;IT;Senior Manager;
15271;Karyawan 15271;1000015271;Perempuan;Depok;HR;Senior Manager;
15272;Karyawan 15272;1000015272;Perempuan;Jakarta;Finance;Manager;
15273;Karyawan 15273;1000015273;Perempuan;Tangerang;Marketing;Senior Manager;
15274;Karyawan 15274;1000015274;Laki-laki;Jakarta;HR;Supervisor;
15275;Karyawan 15275;1000015275;Perempuan;Depok;Operations;Supervisor;
15276;Karyawan 15276;1000015276;Perempuan;Depok;Operations;Staff;
15277;Karyawan 15277;1000015277;Laki-laki;Bekasi;Operations;Staff;
15278;Karyawan 15278;1000015278;Perempuan;Bekasi;HR;Director;
15279;Karyawan 15279;1000015279;Laki-laki;Depok;Finance;Director;
15280;Karyawan 15280;1000015280;Perempuan;Jakarta;Finance;Supervisor;
15281;Karyawan 15281;1000015281;Perempuan;Depok;Operations;Supervisor;
15282;Karyawan 15282;1000015282;Perempuan;Tangerang;IT;Supervisor;
15283;Karyawan 15283;1000015283;Laki-laki;Jakarta;Operations;Supervisor;
15284;Karyawan 15284;1000015284;Laki-laki;Depok;HR;Supervisor;
15285;Karyawan 15285;1000015285;Perempuan;Tangerang;HR;Supervisor;
15286;Karyawan 15286;1000015286;Laki-laki;Bekasi;HR;Manager;
15287;Karyawan 15287;1000015287;Laki-laki;Tangerang;Marketing;Supervisor;
15288;Karyawan 15288;1000015288;Laki-laki;Jakarta;Operations;Director;
15289;Karyawan 15289;1000015289;Perempuan;Tangerang;Operations;Senior Manager;
15290;Karyawan 15290;1000015290;Perempuan;Tangerang;IT;Director;
15291;Karyawan 15291;1000015291;Laki-laki;Bogor;Finance;Staff;
15292;Karyawan 15292;1000015292;Laki-laki;Jakarta;Finance;Supervisor;
15293;Karyawan 15293;1000015293;Laki-laki;Jakarta;Marketing;Staff;
15294;Karyawan 15294;1000015294;Perempuan;Jakarta;Marketing;Staff;
15295;Karyawan 15295;1000015295;Perempuan;Jakarta;Operations;Manager;
15296;Karyawan 15296;1000015296;Perempuan;Depok;Marketing;Supervisor;
15297;Karyawan 15297;1000015297;Perempuan;Bogor;IT;Senior Manager;
15298;Karyawan 15298;1000015298;Laki-laki;Tangerang;HR;Manager;
15299;Karyawan 15299;1000015299;Perempuan;Tangerang;Marketing;Manager;
15300;Karyawan 15300;1000015300;Laki-laki;Bogor;Operations;Supervisor;
15301;Karyawan 15301;1000015301;Perempuan;Tangerang;IT;Director;
15302;Karyawan 15302;1000015302;Perempuan;Bekasi;Marketing;Senior Manager;
15303;Karyawan 15303;1000015303;Perempuan;Tangerang;Finance;Manager;
15304;Karyawan 15304;1000015304;Perempuan;Jakarta;Marketing;Supervisor;
15305;Karyawan 15305;1000015305;Perempuan;Jakarta;Finance;Senior Manager;
15306;Karyawan 15306;1000015306;Laki-laki;Tangerang;HR;Supervisor;
15307;Karyawan 15307;1000015307;Perempuan;Jakarta;Finance;Supervisor;
15308;Karyawan 15308;1000015308;Perempuan;Bogor;IT;Director;
15309;Karyawan 15309;1000015309;Laki-laki;Depok;Operations;Staff;
15310;Karyawan 15310;1000015310;Laki-laki;Tangerang;Finance;Supervisor;
15311;Karyawan 15311;1000015311;Laki-laki;Jakarta;HR;Senior Manager;
15312;Karyawan 15312;1000015312;Perempuan;Jakarta;Marketing;Director;
15313;Karyawan 15313;1000015313;Laki-laki;Bogor;Operations;Staff;
15314;Karyawan 15314;1000015314;Perempuan;Bogor;Marketing;Manager;
15315;Karyawan 15315;1000015315;Perempuan;Tangerang;HR;Supervisor;
15316;Karyawan 15316;1000015316;Laki-laki;Tangerang;Operations;Director;
15317;Karyawan 15317;1000015317;Laki-laki;Tangerang;IT;Senior Manager;
15318;Karyawan 15318;1000015318;Perempuan;Bekasi;Operations;Senior Manager;
15319;Karyawan 15319;1000015319;Laki-laki;Bekasi;Operations;Supervisor;
15320;Karyawan 15320;1000015320;Laki-laki;Bogor;HR;Manager;
15321;Karyawan 15321;1000015321;Laki-laki;Depok;HR;Manager;
15322;Karyawan 15322;1000015322;Laki-laki;Bogor;Operations;Director;
15323;Karyawan 15323;1000015323;Perempuan;Bekasi;HR;Senior Manager;
15324;Karyawan 15324;1000015324;Perempuan;Bogor;Operations;Staff;
15325;Karyawan 15325;1000015325;Perempuan;Bekasi;Finance;Staff;
15326;Karyawan 15326;1000015326;Laki-laki;Bekasi;Marketing;Staff;
15327;Karyawan 15327;1000015327;Laki-laki;Bogor;Operations;Director;
15328;Karyawan 15328;1000015328;Laki-laki;Jakarta;IT;Supervisor;
15329;Karyawan 15329;1000015329;Perempuan;Jakarta;Marketing;Manager;
15330;Karyawan 15330;1000015330;Perempuan;Tangerang;Operations;Manager;
15331;Karyawan 15331;1000015331;Laki-laki;Depok;Finance;Senior Manager;
15332;Karyawan 15332;1000015332;Laki-laki;Depok;IT;Director;
15333;Karyawan 15333;1000015333;Perempuan;Depok;IT;Staff;
15334;Karyawan 15334;1000015334;Perempuan;Jakarta;HR;Director;
15335;Karyawan 15335;1000015335;Perempuan;Jakarta;HR;Manager;
15336;Karyawan 15336;1000015336;Laki-laki;Bogor;IT;Staff;
15337;Karyawan 15337;1000015337;Perempuan;Jakarta;IT;Director;
15338;Karyawan 15338;1000015338;Laki-laki;Bogor;IT;Director;
15339;Karyawan 15339;1000015339;Perempuan;Tangerang;Finance;Director;
15340;Karyawan 15340;1000015340;Laki-laki;Bogor;IT;Supervisor;
15341;Karyawan 15341;1000015341;Laki-laki;Jakarta;IT;Director;
15342;Karyawan 15342;1000015342;Perempuan;Tangerang;HR;Staff;
15343;Karyawan 15343;1000015343;Perempuan;Tangerang;Operations;Staff;
15344;Karyawan 15344;1000015344;Perempuan;Jakarta;IT;Senior Manager;
15345;Karyawan 15345;1000015345;Laki-laki;Tangerang;HR;Director;
15346;Karyawan 15346;1000015346;Perempuan;Tangerang;IT;Staff;
15347;Karyawan 15347;1000015347;Laki-laki;Bekasi;HR;Supervisor;
15348;Karyawan 15348;1000015348;Laki-laki;Bogor;IT;Staff;
15349;Karyawan 15349;1000015349;Laki-laki;Jakarta;Finance;Senior Manager;
15350;Karyawan 15350;1000015350;Laki-laki;Bogor;HR;Senior Manager;
15351;Karyawan 15351;1000015351;Perempuan;Tangerang;Marketing;Senior Manager;
15352;Karyawan 15352;1000015352;Perempuan;Tangerang;Operations;Senior Manager;
15353;Karyawan 15353;1000015353;Laki-laki;Depok;Marketing;Senior Manager;
15354;Karyawan 15354;1000015354;Laki-laki;Depok;Operations;Senior Manager;
15355;Karyawan 15355;1000015355;Laki-laki;Tangerang;HR;Director;
15356;Karyawan 15356;1000015356;Perempuan;Tangerang;Finance;Senior Manager;
15357;Karyawan 15357;1000015357;Perempuan;Bekasi;HR;Staff;
15358;Karyawan 15358;1000015358;Laki-laki;Bogor;IT;Staff;
15359;Karyawan 15359;1000015359;Laki-laki;Depok;IT;Manager;
15360;Karyawan 15360;1000015360;Perempuan;Jakarta;Finance;Manager;
15361;Karyawan 15361;1000015361;Perempuan;Bekasi;HR;Manager;
15362;Karyawan 15362;1000015362;Perempuan;Bogor;Marketing;Director;
15363;Karyawan 15363;1000015363;Laki-laki;Depok;Operations;Director;
15364;Karyawan 15364;1000015364;Perempuan;Bekasi;HR;Manager;
15365;Karyawan 15365;1000015365;Laki-laki;Bekasi;Operations;Staff;
15366;Karyawan 15366;1000015366;Perempuan;Depok;Marketing;Director;
15367;Karyawan 15367;1000015367;Laki-laki;Bogor;IT;Director;
15368;Karyawan 15368;1000015368;Perempuan;Depok;HR;Supervisor;
15369;Karyawan 15369;1000015369;Laki-laki;Tangerang;IT;Manager;
15370;Karyawan 15370;1000015370;Laki-laki;Bekasi;IT;Staff;
15371;Karyawan 15371;1000015371;Perempuan;Depok;Operations;Supervisor;
15372;Karyawan 15372;1000015372;Laki-laki;Bekasi;HR;Staff;
15373;Karyawan 15373;1000015373;Perempuan;Bekasi;Operations;Staff;
15374;Karyawan 15374;1000015374;Perempuan;Bekasi;Finance;Manager;
15375;Karyawan 15375;1000015375;Perempuan;Depok;Operations;Supervisor;
15376;Karyawan 15376;1000015376;Perempuan;Tangerang;Operations;Director;
15377;Karyawan 15377;1000015377;Laki-laki;Jakarta;HR;Supervisor;
15378;Karyawan 15378;1000015378;Perempuan;Tangerang;Marketing;Manager;
15379;Karyawan 15379;1000015379;Laki-laki;Bogor;IT;Manager;
15380;Karyawan 15380;1000015380;Perempuan;Bogor;Marketing;Senior Manager;
15381;Karyawan 15381;1000015381;Perempuan;Jakarta;IT;Director;
15382;Karyawan 15382;1000015382;Laki-laki;Bogor;Operations;Director;
15383;Karyawan 15383;1000015383;Laki-laki;Bekasi;Operations;Director;
15384;Karyawan 15384;1000015384;Perempuan;Bekasi;Finance;Supervisor;
15385;Karyawan 15385;1000015385;Perempuan;Jakarta;Finance;Director;
15386;Karyawan 15386;1000015386;Perempuan;Tangerang;Marketing;Director;
15387;Karyawan 15387;1000015387;Laki-laki;Bogor;IT;Senior Manager;
15388;Karyawan 15388;1000015388;Perempuan;Depok;IT;Supervisor;
15389;Karyawan 15389;1000015389;Laki-laki;Bogor;Operations;Manager;
15390;Karyawan 15390;1000015390;Laki-laki;Tangerang;HR;Manager;
15391;Karyawan 15391;1000015391;Laki-laki;Tangerang;Operations;Director;
15392;Karyawan 15392;1000015392;Perempuan;Bekasi;Operations;Senior Manager;
15393;Karyawan 15393;1000015393;Perempuan;Tangerang;IT;Manager;
15394;Karyawan 15394;1000015394;Laki-laki;Bogor;HR;Supervisor;
15395;Karyawan 15395;1000015395;Laki-laki;Jakarta;Operations;Director;
15396;Karyawan 15396;1000015396;Perempuan;Jakarta;Finance;Manager;
15397;Karyawan 15397;1000015397;Laki-laki;Jakarta;Finance;Director;
15398;Karyawan 15398;1000015398;Laki-laki;Bogor;Finance;Supervisor;
15399;Karyawan 15399;1000015399;Perempuan;Bekasi;Operations;Manager;
15400;Karyawan 15400;1000015400;Perempuan;Tangerang;Finance;Staff;
15401;Karyawan 15401;1000015401;Laki-laki;Bekasi;IT;Senior Manager;
15402;Karyawan 15402;1000015402;Laki-laki;Tangerang;Operations;Senior Manager;
15403;Karyawan 15403;1000015403;Laki-laki;Bogor;Finance;Supervisor;
15404;Karyawan 15404;1000015404;Laki-laki;Jakarta;Finance;Manager;
15405;Karyawan 15405;1000015405;Perempuan;Bekasi;Operations;Senior Manager;
15406;Karyawan 15406;1000015406;Perempuan;Depok;HR;Supervisor;
15407;Karyawan 15407;1000015407;Laki-laki;Jakarta;HR;Manager;
15408;Karyawan 15408;1000015408;Laki-laki;Tangerang;IT;Senior Manager;
15409;Karyawan 15409;1000015409;Laki-laki;Tangerang;IT;Manager;
15410;Karyawan 15410;1000015410;Perempuan;Tangerang;Marketing;Senior Manager;
15411;Karyawan 15411;1000015411;Perempuan;Tangerang;Marketing;Senior Manager;
15412;Karyawan 15412;1000015412;Perempuan;Tangerang;Operations;Supervisor;
15413;Karyawan 15413;1000015413;Laki-laki;Bogor;Operations;Director;
15414;Karyawan 15414;1000015414;Laki-laki;Bekasi;Marketing;Supervisor;
15415;Karyawan 15415;1000015415;Laki-laki;Depok;Finance;Senior Manager;
15416;Karyawan 15416;1000015416;Laki-laki;Bogor;Finance;Manager;
15417;Karyawan 15417;1000015417;Laki-laki;Depok;Marketing;Director;
15418;Karyawan 15418;1000015418;Perempuan;Tangerang;Finance;Supervisor;
15419;Karyawan 15419;1000015419;Perempuan;Jakarta;HR;Senior Manager;
15420;Karyawan 15420;1000015420;Laki-laki;Jakarta;HR;Supervisor;
15421;Karyawan 15421;1000015421;Perempuan;Bekasi;IT;Supervisor;
15422;Karyawan 15422;1000015422;Perempuan;Tangerang;HR;Supervisor;
15423;Karyawan 15423;1000015423;Perempuan;Tangerang;IT;Supervisor;
15424;Karyawan 15424;1000015424;Perempuan;Bekasi;Marketing;Staff;
15425;Karyawan 15425;1000015425;Laki-laki;Jakarta;HR;Director;
15426;Karyawan 15426;1000015426;Perempuan;Depok;IT;Staff;
15427;Karyawan 15427;1000015427;Perempuan;Bogor;IT;Staff;
15428;Karyawan 15428;1000015428;Perempuan;Bekasi;HR;Staff;
15429;Karyawan 15429;1000015429;Perempuan;Bekasi;IT;Director;
15430;Karyawan 15430;1000015430;Perempuan;Bekasi;Operations;Manager;
15431;Karyawan 15431;1000015431;Perempuan;Tangerang;IT;Supervisor;
15432;Karyawan 15432;1000015432;Perempuan;Bogor;IT;Director;
15433;Karyawan 15433;1000015433;Laki-laki;Bogor;IT;Supervisor;
15434;Karyawan 15434;1000015434;Laki-laki;Bogor;IT;Staff;
15435;Karyawan 15435;1000015435;Laki-laki;Tangerang;Operations;Director;
15436;Karyawan 15436;1000015436;Perempuan;Jakarta;Marketing;Senior Manager;
15437;Karyawan 15437;1000015437;Laki-laki;Tangerang;Operations;Supervisor;
15438;Karyawan 15438;1000015438;Perempuan;Tangerang;Operations;Director;
15439;Karyawan 15439;1000015439;Perempuan;Tangerang;IT;Director;
15440;Karyawan 15440;1000015440;Laki-laki;Tangerang;Finance;Director;
15441;Karyawan 15441;1000015441;Laki-laki;Depok;IT;Supervisor;
15442;Karyawan 15442;1000015442;Perempuan;Jakarta;Marketing;Supervisor;
15443;Karyawan 15443;1000015443;Perempuan;Jakarta;Operations;Manager;
15444;Karyawan 15444;1000015444;Laki-laki;Bogor;Finance;Staff;
15445;Karyawan 15445;1000015445;Perempuan;Bogor;HR;Senior Manager;
15446;Karyawan 15446;1000015446;Perempuan;Jakarta;IT;Staff;
15447;Karyawan 15447;1000015447;Perempuan;Jakarta;Marketing;Manager;
15448;Karyawan 15448;1000015448;Laki-laki;Jakarta;IT;Staff;
15449;Karyawan 15449;1000015449;Laki-laki;Jakarta;Marketing;Senior Manager;
15450;Karyawan 15450;1000015450;Perempuan;Depok;Operations;Staff;
15451;Karyawan 15451;1000015451;Laki-laki;Jakarta;HR;Staff;
15452;Karyawan 15452;1000015452;Perempuan;Bekasi;Marketing;Supervisor;
15453;Karyawan 15453;1000015453;Perempuan;Depok;Finance;Senior Manager;
15454;Karyawan 15454;1000015454;Perempuan;Depok;IT;Supervisor;
15455;Karyawan 15455;1000015455;Perempuan;Depok;Operations;Manager;
15456;Karyawan 15456;1000015456;Perempuan;Bogor;Finance;Supervisor;
15457;Karyawan 15457;1000015457;Perempuan;Tangerang;Marketing;Director;
